C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A002,R051,02-00-00,05-21-11,00:00:00,REGULAR,003169391,001097585
A002,R051,02-00-00,05-21-11,04:00:00,REGULAR,003169415,001097588
A002,R051,02-00-00,05-21-11,08:00:00,REGULAR,003169431,001097607
A002,R051,02-00-00,05-21-11,12:00:00,REGULAR,003169506,001097686
A002,R051,02-00-00,05-21-11,16:00:00,REGULAR,003169693,001097734
A002,R051,02-00-00,05-21-11,20:00:00,REGULAR,003169998,001097769
A002,R051,02-00-00,05-22-11,00:00:00,REGULAR,003170119,001097792
A002,R051,02-00-00,05-22-11,04:00:00,REGULAR,003170146,001097801              
A002,R051,02-00-00,05-22-11,08:00:00,REGULAR,003170164,001097820
A002,R051,02-00-00,05-22-11,12:00:00,REGULAR,003170240,001097867
A002,R051,02-00-00,05-22-11,16:00:00,REGULAR,003170388,001097912
A002,R051,02-00-00,05-22-11,20:00:00,REGULAR,003170611,001097941
A002,R051,02-00-00,05-23-11,00:00:00,REGULAR,003170695,001097964
A002,R051,02-00-00,05-23-11,04:00:00,REGULAR,003170701,001097964
A002,R051,02-00-00,05-23-11,08:00:00,REGULAR,003170746,001098069
A002,R051,02-00-00,05-23-11,12:00:00,REGULAR,003170897,001098378              
A002,R051,02-00-00,05-23-11,16:00:00,REGULAR,003171194,001098447
A002,R051,02-00-00,05-23-11,20:00:00,REGULAR,003172059,001098511
A002,R051,02-00-00,05-24-11,00:00:00,REGULAR,003172200,001098528
A002,R051,02-00-00,05-24-11,04:00:00,REGULAR,003172214,001098529
A002,R051,02-00-00,05-24-11,08:00:00,REGULAR,003172266,001098628
A002,R051,02-00-00,05-24-11,12:00:00,REGULAR,003172407,001098952
A002,R051,02-00-00,05-24-11,16:00:00,REGULAR,003172689,001099010
A002,R051,02-00-00,05-24-11,20:00:00,REGULAR,003173590,001099055              
A002,R051,02-00-00,05-25-11,00:00:00,REGULAR,003173803,001099079
A002,R051,02-00-00,05-25-11,04:00:00,REGULAR,003173826,001099081
A002,R051,02-00-00,05-25-11,08:00:00,REGULAR,003173873,001099178
A002,R051,02-00-00,05-25-11,12:00:00,REGULAR,003174022,001099496
A002,R051,02-00-00,05-25-11,16:00:00,REGULAR,003174309,001099572
A002,R051,02-00-00,05-25-11,20:00:00,REGULAR,003175172,001099651
A002,R051,02-00-00,05-26-11,00:00:00,REGULAR,003175360,001099675
A002,R051,02-00-00,05-26-11,04:00:00,REGULAR,003175373,001099675              
A002,R051,02-00-00,05-26-11,08:00:00,REGULAR,003175408,001099762
A002,R051,02-00-00,05-26-11,12:00:00,REGULAR,003175561,001100046
A002,R051,02-00-00,05-26-11,16:00:00,REGULAR,003175876,001100107
A002,R051,02-00-00,05-26-11,20:00:00,REGULAR,003176802,001100159
A002,R051,02-00-00,05-27-11,00:00:00,REGULAR,003176993,001100183
A002,R051,02-00-00,05-27-11,04:00:00,REGULAR,003177012,001100187
A002,R051,02-00-00,05-27-11,08:00:00,REGULAR,003177051,001100282
A002,R051,02-00-00,05-27-11,12:00:00,REGULAR,003177199,001100598              
A002,R051,02-00-00,05-27-11,16:00:00,REGULAR,003177629,001100666
A002,R051,02-00-00,05-27-11,20:00:00,REGULAR,003178345,001100716                                                                                                                                                                                                                                                                                                  
A002,R051,02-00-01,05-21-11,00:00:00,REGULAR,003116877,000664463
A002,R051,02-00-01,05-21-11,04:00:00,REGULAR,003116913,000664469
A002,R051,02-00-01,05-21-11,08:00:00,REGULAR,003116928,000664480
A002,R051,02-00-01,05-21-11,12:00:00,REGULAR,003116995,000664530
A002,R051,02-00-01,05-21-11,16:00:00,REGULAR,003117178,000664567
A002,R051,02-00-01,05-21-11,20:00:00,REGULAR,003117448,000664604
A002,R051,02-00-01,05-22-11,00:00:00,REGULAR,003117567,000664621
A002,R051,02-00-01,05-22-11,04:00:00,REGULAR,003117595,000664630              
A002,R051,02-00-01,05-22-11,08:00:00,REGULAR,003117609,000664636
A002,R051,02-00-01,05-22-11,12:00:00,REGULAR,003117677,000664673
A002,R051,02-00-01,05-22-11,16:00:00,REGULAR,003117818,000664710
A002,R051,02-00-01,05-22-11,20:00:00,REGULAR,003118019,000664732
A002,R051,02-00-01,05-23-11,00:00:00,REGULAR,003118086,000664742
A002,R051,02-00-01,05-23-11,04:00:00,REGULAR,003118093,000664744
A002,R051,02-00-01,05-23-11,08:00:00,REGULAR,003118130,000664783
A002,R051,02-00-01,05-23-11,12:00:00,REGULAR,003118283,000664925              
A002,R051,02-00-01,05-23-11,16:00:00,REGULAR,003118499,000664971
A002,R051,02-00-01,05-23-11,20:00:00,REGULAR,003119163,000665021
A002,R051,02-00-01,05-24-11,00:00:00,REGULAR,003119315,000665039
A002,R051,02-00-01,05-24-11,04:00:00,REGULAR,003119332,000665040
A002,R051,02-00-01,05-24-11,08:00:00,REGULAR,003119373,000665095
A002,R051,02-00-01,05-24-11,12:00:00,REGULAR,003119524,000665240
A002,R051,02-00-01,05-24-11,16:00:00,REGULAR,003119780,000665285
A002,R051,02-00-01,05-24-11,20:00:00,REGULAR,003120571,000665334              
A002,R051,02-00-01,05-25-11,00:00:00,REGULAR,003120755,000665351
A002,R051,02-00-01,05-25-11,04:00:00,REGULAR,003120766,000665353
A002,R051,02-00-01,05-25-11,08:00:00,REGULAR,003120812,000665396
A002,R051,02-00-01,05-25-11,12:00:00,REGULAR,003120984,000665566
A002,R051,02-00-01,05-25-11,16:00:00,REGULAR,003121217,000665605
A002,R051,02-00-01,05-25-11,20:00:00,REGULAR,003121832,000665661
A002,R051,02-00-01,05-26-11,00:00:00,REGULAR,003122019,000665673
A002,R051,02-00-01,05-26-11,04:00:00,REGULAR,003122026,000665674              
A002,R051,02-00-01,05-26-11,08:00:00,REGULAR,003122068,000665719
A002,R051,02-00-01,05-26-11,12:00:00,REGULAR,003122209,000665876
A002,R051,02-00-01,05-26-11,16:00:00,REGULAR,003122448,000665932
A002,R051,02-00-01,05-26-11,20:00:00,REGULAR,003123189,000665981
A002,R051,02-00-01,05-27-11,00:00:00,REGULAR,003123373,000665998
A002,R051,02-00-01,05-27-11,04:00:00,REGULAR,003123392,000666002
A002,R051,02-00-01,05-27-11,08:00:00,REGULAR,003123426,000666039
A002,R051,02-00-01,05-27-11,12:00:00,REGULAR,003123578,000666183              
A002,R051,02-00-01,05-27-11,16:00:00,REGULAR,003123947,000666236
A002,R051,02-00-01,05-27-11,20:00:00,REGULAR,003124594,000666289                                                                                                                                                                                                                                                                                                  
A002,R051,02-03-00,05-21-11,00:00:00,REGULAR,001296821,004622013
A002,R051,02-03-00,05-21-11,04:00:00,REGULAR,001296833,004622040
A002,R051,02-03-00,05-21-11,08:00:00,REGULAR,001296837,004622101
A002,R051,02-03-00,05-21-11,12:00:00,REGULAR,001296863,004622406
A002,R051,02-03-00,05-21-11,16:00:00,REGULAR,001296926,004622746
A002,R051,02-03-00,05-21-11,20:00:00,REGULAR,001297041,004623145
A002,R051,02-03-00,05-22-11,00:00:00,REGULAR,001297127,004623299
A002,R051,02-03-00,05-22-11,04:00:00,REGULAR,001297142,004623329              
A002,R051,02-03-00,05-22-11,08:00:00,REGULAR,001297145,004623370
A002,R051,02-03-00,05-22-11,12:00:00,REGULAR,001297173,004623572
A002,R051,02-03-00,05-22-11,16:00:00,REGULAR,001297245,004623834
A002,R051,02-03-00,05-22-11,20:00:00,REGULAR,001297324,004624131
A002,R051,02-03-00,05-23-11,00:00:00,REGULAR,001297364,004624238
A002,R051,02-03-00,05-23-11,04:00:00,REGULAR,001297371,004624242
A002,R051,02-03-00,05-23-11,08:00:00,REGULAR,001297387,004624466
A002,R051,02-03-00,05-23-11,12:00:00,REGULAR,001297447,004625278              
A002,R051,02-03-00,05-23-11,16:00:00,REGULAR,001297560,004625627
A002,R051,02-03-00,05-23-11,20:00:00,REGULAR,001297813,004626186
A002,R051,02-03-00,05-24-11,00:00:00,REGULAR,001297887,004626327
A002,R051,02-03-00,05-24-11,04:00:00,REGULAR,001297891,004626333
A002,R051,02-03-00,05-24-11,08:00:00,REGULAR,001297908,004626605
A002,R051,02-03-00,05-24-11,12:00:00,REGULAR,001297969,004627418
A002,R051,02-03-00,05-24-11,16:00:00,REGULAR,001298080,004627823
A002,R051,02-03-00,05-24-11,20:00:00,REGULAR,001298370,004628336              
A002,R051,02-03-00,05-25-11,00:00:00,REGULAR,001298448,004628482
A002,R051,02-03-00,05-25-11,04:00:00,REGULAR,001298453,004628493
A002,R051,02-03-00,05-25-11,08:00:00,REGULAR,001298464,004628753
A002,R051,02-03-00,05-25-11,12:00:00,REGULAR,001298516,004629543
A002,R051,02-03-00,05-25-11,16:00:00,REGULAR,001298627,004629936
A002,R051,02-03-00,05-25-11,20:00:00,REGULAR,001298879,004630553
A002,R051,02-03-00,05-26-11,00:00:00,REGULAR,001298974,004630717
A002,R051,02-03-00,05-26-11,04:00:00,REGULAR,001298980,004630724              
A002,R051,02-03-00,05-26-11,08:00:00,REGULAR,001298997,004630986
A002,R051,02-03-00,05-26-11,12:00:00,REGULAR,001299049,004631815
A002,R051,02-03-00,05-26-11,16:00:00,REGULAR,001299169,004632234
A002,R051,02-03-00,05-26-11,20:00:00,REGULAR,001299449,004632821
A002,R051,02-03-00,05-27-11,00:00:00,REGULAR,001299549,004632979
A002,R051,02-03-00,05-27-11,04:00:00,REGULAR,001299561,004632996
A002,R051,02-03-00,05-27-11,08:00:00,REGULAR,001299575,004633228
A002,R051,02-03-00,05-27-11,12:00:00,REGULAR,001299624,004633955              
A002,R051,02-03-00,05-27-11,16:00:00,REGULAR,001299786,004634423
A002,R051,02-03-00,05-27-11,20:00:00,REGULAR,001300006,004634898                                                                                                                                                                                                                                                                                                  
A002,R051,02-03-01,05-21-11,00:00:00,REGULAR,002870403,004424936
A002,R051,02-03-01,05-21-11,04:00:00,REGULAR,002870438,004424975
A002,R051,02-03-01,05-21-11,08:00:00,REGULAR,002870465,004425062
A002,R051,02-03-01,05-21-11,12:00:00,REGULAR,002870582,004425359
A002,R051,02-03-01,05-21-11,16:00:00,REGULAR,002870827,004425762
A002,R051,02-03-01,05-21-11,20:00:00,REGULAR,002871088,004426224
A002,R051,02-03-01,05-22-11,00:00:00,REGULAR,002871314,004426453
A002,R051,02-03-01,05-22-11,04:00:00,REGULAR,002871384,004426499              
A002,R051,02-03-01,05-22-11,08:00:00,REGULAR,002871407,004426542
A002,R051,02-03-01,05-22-11,12:00:00,REGULAR,002871498,004426772
A002,R051,02-03-01,05-22-11,16:00:00,REGULAR,002871715,004427105
A002,R051,02-03-01,05-22-11,20:00:00,REGULAR,002871934,004427458
A002,R051,02-03-01,05-23-11,00:00:00,REGULAR,002872105,004427593
A002,R051,02-03-01,05-23-11,04:00:00,REGULAR,002872114,004427610
A002,R051,02-03-01,05-23-11,08:00:00,REGULAR,002872165,004427849
A002,R051,02-03-01,05-23-11,12:00:00,REGULAR,002872345,004428625              
A002,R051,02-03-01,05-23-11,16:00:00,REGULAR,002872616,004429017
A002,R051,02-03-01,05-23-11,20:00:00,REGULAR,002873168,004429544
A002,R051,02-03-01,05-24-11,00:00:00,REGULAR,002873392,004429722
A002,R051,02-03-01,05-24-11,04:00:00,REGULAR,002873400,004429735
A002,R051,02-03-01,05-24-11,08:00:00,REGULAR,002873457,004430004
A002,R051,02-03-01,05-24-11,12:00:00,REGULAR,002873615,004430774
A002,R051,02-03-01,05-24-11,16:00:00,REGULAR,002873907,004431196
A002,R051,02-03-01,05-24-11,20:00:00,REGULAR,002874537,004431698              
A002,R051,02-03-01,05-25-11,00:00:00,REGULAR,002874768,004431889
A002,R051,02-03-01,05-25-11,04:00:00,REGULAR,002874791,004431905
A002,R051,02-03-01,05-25-11,08:00:00,REGULAR,002874842,004432161
A002,R051,02-03-01,05-25-11,12:00:00,REGULAR,002874985,004432931
A002,R051,02-03-01,05-25-11,16:00:00,REGULAR,002875284,004433326
A002,R051,02-03-01,05-25-11,20:00:00,REGULAR,002875895,004433894
A002,R051,02-03-01,05-26-11,00:00:00,REGULAR,002876150,004434094
A002,R051,02-03-01,05-26-11,04:00:00,REGULAR,002876182,004434115              
A002,R051,02-03-01,05-26-11,08:00:00,REGULAR,002876234,004434401
A002,R051,02-03-01,05-26-11,12:00:00,REGULAR,002876386,004435208
A002,R051,02-03-01,05-26-11,16:00:00,REGULAR,002876699,004435637
A002,R051,02-03-01,05-26-11,20:00:00,REGULAR,002877308,004436213
A002,R051,02-03-01,05-27-11,00:00:00,REGULAR,002877590,004436395
A002,R051,02-03-01,05-27-11,04:00:00,REGULAR,002877616,004436416
A002,R051,02-03-01,05-27-11,08:00:00,REGULAR,002877655,004436690
A002,R051,02-03-01,05-27-11,12:00:00,REGULAR,002877818,004437366              
A002,R051,02-03-01,05-27-11,16:00:00,REGULAR,002878155,004437897
A002,R051,02-03-01,05-27-11,20:00:00,REGULAR,002878647,004438371                                                                                                                                                                                                                                                                                                  
A002,R051,02-03-02,05-21-11,00:00:00,REGULAR,002641127,003618273
A002,R051,02-03-02,05-21-11,04:00:00,REGULAR,002641181,003618312
A002,R051,02-03-02,05-21-11,08:00:00,REGULAR,002641196,003618394
A002,R051,02-03-02,05-21-11,12:00:00,REGULAR,002641307,003618665
A002,R051,02-03-02,05-21-11,16:00:00,REGULAR,002641546,003618964
A002,R051,02-03-02,05-21-11,20:00:00,REGULAR,002641857,003619319
A002,R051,02-03-02,05-22-11,00:00:00,REGULAR,002642038,003619500
A002,R051,02-03-02,05-22-11,04:00:00,REGULAR,002642078,003619549              
A002,R051,02-03-02,05-22-11,08:00:00,REGULAR,002642088,003619611
A002,R051,02-03-02,05-22-11,12:00:00,REGULAR,002642166,003619803
A002,R051,02-03-02,05-22-11,16:00:00,REGULAR,002642361,003620061
A002,R051,02-03-02,05-22-11,20:00:00,REGULAR,002642600,003620326
A002,R051,02-03-02,05-23-11,00:00:00,REGULAR,002642781,003620439
A002,R051,02-03-02,05-23-11,04:00:00,REGULAR,002642796,003620463
A002,R051,02-03-02,05-23-11,08:00:00,REGULAR,002642830,003620715
A002,R051,02-03-02,05-23-11,12:00:00,REGULAR,002643019,003621392              
A002,R051,02-03-02,05-23-11,16:00:00,REGULAR,002643291,003621687
A002,R051,02-03-02,05-23-11,20:00:00,REGULAR,002643834,003622146
A002,R051,02-03-02,05-24-11,00:00:00,REGULAR,002644057,003622290
A002,R051,02-03-02,05-24-11,04:00:00,REGULAR,002644067,003622309
A002,R051,02-03-02,05-24-11,08:00:00,REGULAR,002644111,003622603
A002,R051,02-03-02,05-24-11,12:00:00,REGULAR,002644297,003623289
A002,R051,02-03-02,05-24-11,16:00:00,REGULAR,002644586,003623606
A002,R051,02-03-02,05-24-11,20:00:00,REGULAR,002645197,003624023              
A002,R051,02-03-02,05-25-11,00:00:00,REGULAR,002645459,003624191
A002,R051,02-03-02,05-25-11,04:00:00,REGULAR,002645483,003624203
A002,R051,02-03-02,05-25-11,08:00:00,REGULAR,002645530,003624484
A002,R051,02-03-02,05-25-11,12:00:00,REGULAR,002645706,003625203
A002,R051,02-03-02,05-25-11,16:00:00,REGULAR,002646000,003625464
A002,R051,02-03-02,05-25-11,20:00:00,REGULAR,002646596,003625880
A002,R051,02-03-02,05-26-11,00:00:00,REGULAR,002646852,003626031
A002,R051,02-03-02,05-26-11,04:00:00,REGULAR,002646875,003626041              
A002,R051,02-03-02,05-26-11,08:00:00,REGULAR,002646913,003626312
A002,R051,02-03-02,05-26-11,12:00:00,REGULAR,002647112,003627011
A002,R051,02-03-02,05-26-11,16:00:00,REGULAR,002647414,003627307
A002,R051,02-03-02,05-26-11,20:00:00,REGULAR,002648038,003627685
A002,R051,02-03-02,05-27-11,00:00:00,REGULAR,002648300,003627847
A002,R051,02-03-02,05-27-11,04:00:00,REGULAR,002648332,003627867
A002,R051,02-03-02,05-27-11,08:00:00,REGULAR,002648371,003628116
A002,R051,02-03-02,05-27-11,12:00:00,REGULAR,002648545,003628764              
A002,R051,02-03-02,05-27-11,16:00:00,REGULAR,002648930,003629106
A002,R051,02-03-02,05-27-11,20:00:00,REGULAR,002649440,003629451                                                                                                                                                                                                                                                                                                  
A002,R051,02-03-03,05-21-11,00:00:00,REGULAR,002343637,003067395
A002,R051,02-03-03,05-21-11,04:00:00,REGULAR,002343662,003067410
A002,R051,02-03-03,05-21-11,08:00:00,REGULAR,002343673,003067488
A002,R051,02-03-03,05-21-11,12:00:00,REGULAR,002343741,003067726
A002,R051,02-03-03,05-21-11,16:00:00,REGULAR,002343890,003067931
A002,R051,02-03-03,05-21-11,20:00:00,REGULAR,002344127,003068119
A002,R051,02-03-03,05-22-11,00:00:00,REGULAR,002344258,003068213
A002,R051,02-03-03,05-22-11,04:00:00,REGULAR,002344297,003068234              
A002,R051,02-03-03,05-22-11,08:00:00,REGULAR,002344313,003068297
A002,R051,02-03-03,05-22-11,12:00:00,REGULAR,002344355,003068474
A002,R051,02-03-03,05-22-11,16:00:00,REGULAR,002344466,003068645
A002,R051,02-03-03,05-22-11,20:00:00,REGULAR,002344637,003068807
A002,R051,02-03-03,05-23-11,00:00:00,REGULAR,002344732,003068879
A002,R051,02-03-03,05-23-11,04:00:00,REGULAR,002344740,003068887
A002,R051,02-03-03,05-23-11,08:00:00,REGULAR,002344778,003069188
A002,R051,02-03-03,05-23-11,12:00:00,REGULAR,002344938,003069812              
A002,R051,02-03-03,05-23-11,16:00:00,REGULAR,002345151,003070016
A002,R051,02-03-03,05-23-11,20:00:00,REGULAR,002345698,003070356
A002,R051,02-03-03,05-24-11,00:00:00,REGULAR,002345858,003070442
A002,R051,02-03-03,05-24-11,04:00:00,REGULAR,002345865,003070452
A002,R051,02-03-03,05-24-11,08:00:00,REGULAR,002345890,003070804
A002,R051,02-03-03,05-24-11,12:00:00,REGULAR,002346071,003071394
A002,R051,02-03-03,05-24-11,16:00:00,REGULAR,002346274,003071599
A002,R051,02-03-03,05-24-11,20:00:00,REGULAR,002346843,003071907              
A002,R051,02-03-03,05-25-11,00:00:00,REGULAR,002346994,003072053
A002,R051,02-03-03,05-25-11,04:00:00,REGULAR,002347005,003072063
A002,R051,02-03-03,05-25-11,08:00:00,REGULAR,002347039,003072351
A002,R051,02-03-03,05-25-11,12:00:00,REGULAR,002347213,003072979
A002,R051,02-03-03,05-25-11,16:00:00,REGULAR,002347435,003073167
A002,R051,02-03-03,05-25-11,20:00:00,REGULAR,002347999,003073420
A002,R051,02-03-03,05-26-11,00:00:00,REGULAR,002348170,003073532
A002,R051,02-03-03,05-26-11,04:00:00,REGULAR,002348180,003073538              
A002,R051,02-03-03,05-26-11,08:00:00,REGULAR,002348217,003073874
A002,R051,02-03-03,05-26-11,12:00:00,REGULAR,002348395,003074503
A002,R051,02-03-03,05-26-11,16:00:00,REGULAR,002348572,003074743
A002,R051,02-03-03,05-26-11,20:00:00,REGULAR,002349119,003074991
A002,R051,02-03-03,05-27-11,00:00:00,REGULAR,002349282,003075108
A002,R051,02-03-03,05-27-11,04:00:00,REGULAR,002349298,003075121
A002,R051,02-03-03,05-27-11,08:00:00,REGULAR,002349334,003075395
A002,R051,02-03-03,05-27-11,12:00:00,REGULAR,002349468,003075970              
A002,R051,02-03-03,05-27-11,16:00:00,REGULAR,002349757,003076225
A002,R051,02-03-03,05-27-11,20:00:00,REGULAR,002350181,003076426                                                                                                                                                                                                                                                                                                  
A002,R051,02-03-04,05-21-11,00:00:00,REGULAR,003061347,002005521
A002,R051,02-03-04,05-21-11,04:00:00,REGULAR,003061389,002005530
A002,R051,02-03-04,05-21-11,08:00:00,REGULAR,003061408,002005584
